,TICKER,date,PRC,CFACPR,ADJPRC,RET
32,VOO,20110216,61.21,0.5,122.42,0.006346179139813168
33,VOO,20110217,61.44,0.5,122.88,0.0037575559549092308
34,VOO,20110218,61.54,0.5,123.08,0.0016276041666667407
35,VOO,20110222,60.28,0.5,120.56,-0.02047448813779651
36,VOO,20110223,59.94,0.5,119.88,-0.0056403450564035396
37,VOO,20110224,59.88,0.5,119.76,-0.0010010010010008674
38,VOO,20110225,60.53,0.5,121.06,0.010855043420173738
39,VOO,20110228,60.89,0.5,121.78,0.005947464067404651
40,VOO,20110301,59.85,0.5,119.7,-0.017079980292330377
41,VOO,20110302,60.02,0.5,120.04,0.0028404344193817543
42,VOO,20110303,61.05,0.5,122.1,0.017160946351216122
43,VOO,20110304,60.6,0.5,121.2,-0.0073710073710072654
44,VOO,20110307,60.07,0.5,120.14,-0.00874587458745879
45,VOO,20110308,60.63,0.5,121.26,0.009322457133344564
46,VOO,20110309,60.56,0.5,121.12,-0.001154543955137699
47,VOO,20110310,59.45,0.5,118.9,-0.01832892998678992
48,VOO,20110311,59.85,0.5,119.7,0.006728343145500304
49,VOO,20110314,59.5,0.5,119.0,-0.005847953216374324
50,VOO,20110315,58.839,0.5,117.678,-0.01110924369747901
51,VOO,20110316,57.72,0.5,115.44,-0.019017998266455893
52,VOO,20110317,58.44,0.5,116.88,0.012474012474012364
53,VOO,20110318,58.69,0.5,117.38,0.0042778918548938005
54,VOO,20110321,59.58,0.5,119.16,0.01516442324075662
55,VOO,20110322,59.37,0.5,118.74,-0.0035246727089627283
56,VOO,20110323,59.56,0.5,119.12,0.0032002694963786382
57,VOO,20110324,60.1154,0.5,120.2308,0.009325050369375365
58,VOO,20110325,60.03,0.5,120.06,-0.001420601043992109
59,VOO,20110328,59.9,0.5,119.8,-0.0021655838747293155
60,VOO,20110329,60.292,0.5,120.584,0.006544240400667922
61,VOO,20110330,60.7,0.5,121.4,0.006767066940887689
62,VOO,20110331,60.62,0.5,121.24,-0.0013179571663921585
63,VOO,20110401,60.9,0.5,121.8,0.004618937644341736
64,VOO,20110404,60.93,0.5,121.86,0.0004926108374383453
65,VOO,20110405,60.93,0.5,121.86,0.0
66,VOO,20110406,61.11,0.5,122.22,0.002954209748892156
67,VOO,20110407,61.0,0.5,122.0,-0.001800032727867773
68,VOO,20110408,60.77,0.5,121.54,-0.0037704918032785972
69,VOO,20110411,60.564,0.5,121.128,-0.003389830508474634
70,VOO,20110412,60.12,0.5,120.24,-0.007331087774915868
71,VOO,20110413,60.14,0.5,120.28,0.00033266799733877583
72,VOO,20110414,60.15,0.5,120.3,0.0001662786830727292
73,VOO,20110415,60.36,0.5,120.72,0.003491271820448949
74,VOO,20110418,59.7,0.5,119.4,-0.010934393638170947
75,VOO,20110419,60.07,0.5,120.14,0.006197654941373587
76,VOO,20110420,60.88,0.5,121.76,0.013484268353587625
77,VOO,20110421,61.1492,0.5,122.2984,0.00442181340341663
78,VOO,20110425,61.09,0.5,122.18,-0.0009681238675239845
79,VOO,20110426,61.6235,0.5,123.247,0.008733016860369869
80,VOO,20110427,62.02,0.5,124.04,0.0064342336933151945
81,VOO,20110428,62.22,0.5,124.44,0.0032247662044500025
82,VOO,20110429,62.4,0.5,124.8,0.0028929604628735728
83,VOO,20110502,62.26,0.5,124.52,-0.0022435897435897356
84,VOO,20110503,62.06,0.5,124.12,-0.0032123353678122912
85,VOO,20110504,61.639,0.5,123.278,-0.006783757653883282
86,VOO,20110505,61.102,0.5,122.204,-0.008712016742646767
87,VOO,20110506,61.39,0.5,122.78,0.004713430002291297
88,VOO,20110509,61.6399,0.5,123.2798,0.0040706955530216415
89,VOO,20110510,62.145,0.5,124.29,0.008194367609292152
90,VOO,20110511,61.49,0.5,122.98,-0.010539866441387047
91,VOO,20110512,61.82,0.5,123.64,0.005366726296958779
92,VOO,20110513,61.284,0.5,122.568,-0.008670333225493376
93,VOO,20110516,60.9,0.5,121.8,-0.006265909535931091
94,VOO,20110517,60.89,0.5,121.78,-0.00016420361247948545
95,VOO,20110518,61.46,0.5,122.92,0.00936114304483504
96,VOO,20110519,61.54,0.5,123.08,0.0013016596160104754
97,VOO,20110520,61.1245,0.5,122.249,-0.0067517062073448875
98,VOO,20110523,60.4,0.5,120.8,-0.011852857692087437
99,VOO,20110524,60.35,0.5,120.7,-0.0008278145695364003
100,VOO,20110525,60.55,0.5,121.1,0.003314001657000798
101,VOO,20110526,60.79,0.5,121.58,0.003963666391411991
102,VOO,20110527,61.056,0.5,122.112,0.004375719690738578
103,VOO,20110531,61.67,0.5,123.34,0.010056341719077544
104,VOO,20110601,60.3,0.5,120.6,-0.022215015404572824
105,VOO,20110602,60.23,0.5,120.46,-0.0011608623548922115
106,VOO,20110603,59.65,0.5,119.3,-0.009629752614975895
107,VOO,20110606,59.02,0.5,118.04,-0.010561609388097137
108,VOO,20110607,58.94,0.5,117.88,-0.0013554727211115836
109,VOO,20110608,58.7,0.5,117.4,-0.004071937563623895
110,VOO,20110609,59.1486,0.5,118.2972,0.007642248722316891
111,VOO,20110610,58.32,0.5,116.64,-0.014008784654243711
112,VOO,20110613,58.36,0.5,116.72,0.000685871056241405
113,VOO,20110614,59.11,0.5,118.22,0.012851267991775162
114,VOO,20110615,58.08,0.5,116.16,-0.01742513957029268
115,VOO,20110616,58.19,0.5,116.38,0.0018939393939394478
116,VOO,20110617,58.35,0.5,116.7,0.0027496133356248453
117,VOO,20110620,58.68,0.5,117.36,0.005655526992287996
118,VOO,20110621,59.48,0.5,118.96,0.013633265167007469
119,VOO,20110622,59.13,0.5,118.26,-0.005884330867518384
120,VOO,20110623,58.932,0.5,117.864,-0.0033485540334855513
121,VOO,20110624,58.0,0.5,116.0,-0.015814837439761087
122,VOO,20110627,58.49,0.5,116.98,0.008448275862068977
123,VOO,20110628,59.24,0.5,118.48,0.01282270473585223
124,VOO,20110629,59.77,0.5,119.54,0.008946657663740698
125,VOO,20110630,60.34,0.5,120.68,0.009536556801070795
126,VOO,20110701,61.25,0.5,122.5,0.015081206496519561
127,VOO,20110705,61.15,0.5,122.3,-0.0016326530612245094
128,VOO,20110706,61.24,0.5,122.48,0.0014717906786589907
129,VOO,20110707,61.91,0.5,123.82,0.010940561724362974
130,VOO,20110708,61.49,0.5,122.98,-0.006784041350347159
131,VOO,20110711,60.35,0.5,120.7,-0.018539599934948803
132,VOO,20110712,60.08,0.5,120.16,-0.0044739022369512105
133,VOO,20110713,60.29,0.5,120.58,0.0034953395472703264
134,VOO,20110714,59.9,0.5,119.8,-0.006468734450157609
135,VOO,20110715,60.23,0.5,120.46,0.005509181969949983
136,VOO,20110718,59.72,0.5,119.44,-0.008467541092478825
137,VOO,20110719,60.69,0.5,121.38,0.01624246483590075
138,VOO,20110720,60.69,0.5,121.38,0.0
139,VOO,20110721,61.5,0.5,123.0,0.013346515076618992
140,VOO,20110722,61.55,0.5,123.1,0.0008130081300812275
141,VOO,20110725,61.2,0.5,122.4,-0.0056864337936636256
142,VOO,20110726,60.94,0.5,121.88,-0.004248366013071991
143,VOO,20110727,59.73,0.5,119.46,-0.019855595667870096
144,VOO,20110728,59.56,0.5,119.12,-0.0028461409676878713
145,VOO,20110729,59.1,0.5,118.2,-0.007723304231027517
146,VOO,20110801,58.89,0.5,117.78,-0.0035532994923858086
147,VOO,20110802,57.421,0.5,114.842,-0.024944812362030944
148,VOO,20110803,57.71,0.5,115.42,0.005033001863429698
149,VOO,20110804,55.01,0.5,110.02,-0.04678565239993071
150,VOO,20110805,54.89,0.5,109.78,-0.0021814215597163455
151,VOO,20110808,51.37,0.5,102.74,-0.06412825651302612
152,VOO,20110809,53.67,0.5,107.34,0.0447732139380963
153,VOO,20110810,51.34,0.5,102.68,-0.043413452580585044
154,VOO,20110811,53.59,0.5,107.18,0.043825477210751806
155,VOO,20110812,54.0224,0.5,108.0448,0.008068669527896866
156,VOO,20110815,55.13,0.5,110.26,0.020502606326264772
157,VOO,20110816,54.66,0.5,109.32,-0.00852530382731731
158,VOO,20110817,54.72,0.5,109.44,0.001097694840834329
159,VOO,20110818,52.45,0.5,104.9,-0.04148391812865493
160,VOO,20110819,51.45,0.5,102.9,-0.019065776930409895
161,VOO,20110822,51.49,0.5,102.98,0.0007774538386782215
162,VOO,20110823,53.27,0.5,106.54,0.03456981938240444
163,VOO,20110824,54.0,0.5,108.0,0.01370377323071148
164,VOO,20110825,53.19,0.5,106.38,-0.015000000000000013
165,VOO,20110826,53.89,0.5,107.78,0.013160368490317875
166,VOO,20110829,55.46,0.5,110.92,0.029133419929485926
167,VOO,20110830,55.56,0.5,111.12,0.0018031013342949542
168,VOO,20110831,55.84,0.5,111.68,0.005039596832253412
169,VOO,20110901,55.3,0.5,110.6,-0.009670487106017256
170,VOO,20110902,53.87,0.5,107.74,-0.02585895117540682
171,VOO,20110906,53.5,0.5,107.0,-0.006868386857248887
172,VOO,20110907,55.01,0.5,110.02,0.028224299065420455
173,VOO,20110908,54.43,0.5,108.86,-0.010543537538629355
174,VOO,20110909,53.0,0.5,106.0,-0.026272276318206833
175,VOO,20110912,53.3799,0.5,106.7598,0.007167924528301839
176,VOO,20110913,53.82,0.5,107.64,0.008244676366947035
177,VOO,20110914,54.58,0.5,109.16,0.014121144555927057
178,VOO,20110915,55.52,0.5,111.04,0.01722242579699529
179,VOO,20110916,55.85,0.5,111.7,0.005943804034582056
180,VOO,20110919,55.33,0.5,110.66,-0.009310653536257929
181,VOO,20110920,55.24,0.5,110.48,-0.0016266040122898673
182,VOO,20110921,53.57,0.5,107.14,-0.030231716147719023
183,VOO,20110922,51.89,0.5,103.78,-0.031360836288967686
184,VOO,20110923,51.84,0.5,103.68,-0.0009635767970707088
185,VOO,20110926,53.1,0.5,106.2,0.02430555555555558
186,VOO,20110927,53.71,0.5,107.42,0.011487758945386117
187,VOO,20110928,52.64,0.5,105.28,-0.01992180227145779
188,VOO,20110929,53.02,0.5,106.04,0.007218844984802519
189,VOO,20110930,51.76,0.5,103.52,-0.023764617125613063
190,VOO,20111003,50.17,0.5,100.34,-0.03071870170015445
191,VOO,20111004,51.27,0.5,102.54,0.02192545345824204
192,VOO,20111005,52.29,0.5,104.58,0.01989467524868327
193,VOO,20111006,53.3,0.5,106.6,0.019315356664754146
194,VOO,20111007,52.89,0.5,105.78,-0.007692307692307665
195,VOO,20111010,54.68,0.5,109.36,0.03384382681036113
196,VOO,20111011,54.66,0.5,109.32,-0.00036576444769576
197,VOO,20111012,55.16,0.5,110.32,0.009147457006952076
198,VOO,20111013,55.08,0.5,110.16,-0.0014503263234227903
199,VOO,20111014,55.99,0.5,111.98,0.01652142338416862
200,VOO,20111017,54.94,0.5,109.88,-0.018753348812287962
201,VOO,20111018,56.04,0.5,112.08,0.020021842009464885
202,VOO,20111019,55.34,0.5,110.68,-0.012491077801570216
203,VOO,20111020,55.59,0.5,111.18,0.004517528008673555
204,VOO,20111021,56.66,0.5,113.32,0.01924806619895647
205,VOO,20111024,57.38,0.5,114.76,0.012707377338510462
206,VOO,20111025,56.27,0.5,112.54,-0.019344719414430056
207,VOO,20111026,56.81,0.5,113.62,0.009596587879864948
208,VOO,20111027,58.77,0.5,117.54,0.03450096813941217
209,VOO,20111028,58.83,0.5,117.66,0.0010209290454312736
210,VOO,20111031,57.32,0.5,114.64,-0.02566717661057283
211,VOO,20111101,55.8,0.5,111.6,-0.026517794836008468
212,VOO,20111102,56.68,0.5,113.36,0.01577060931899643
213,VOO,20111103,57.73,0.5,115.46,0.01852505292872264
214,VOO,20111104,57.398,0.5,114.796,-0.005750909405854765
215,VOO,20111107,57.73,0.5,115.46,0.005784173664587611
216,VOO,20111108,58.42,0.5,116.84,0.01195219123505975
217,VOO,20111109,56.31,0.5,112.62,-0.036117767887709706
218,VOO,20111110,56.82,0.5,113.64,0.009057005860415579
219,VOO,20111111,57.932,0.5,115.864,0.019570573741640285
220,VOO,20111114,57.37,0.5,114.74,-0.00970102879237733
221,VOO,20111115,57.67,0.5,115.34,0.005229213874847538
222,VOO,20111116,56.74,0.5,113.48,-0.016126235477718076
223,VOO,20111117,55.83,0.5,111.66,-0.016038068382093873
224,VOO,20111118,55.75,0.5,111.5,-0.0014329213684398656
225,VOO,20111121,54.75,0.5,109.5,-0.017937219730941756
226,VOO,20111122,54.46,0.5,108.92,-0.00529680365296803
227,VOO,20111123,53.31,0.5,106.62,-0.02111641571795808
228,VOO,20111125,53.15,0.5,106.3,-0.0030013130744701577
229,VOO,20111128,54.74,0.5,109.48,0.029915333960489177
230,VOO,20111129,54.9,0.5,109.8,0.002922908293752302
231,VOO,20111130,57.15,0.5,114.3,0.040983606557376984
232,VOO,20111201,57.11,0.5,114.22,-0.0006999125109361515
233,VOO,20111202,57.08,0.5,114.16,-0.0005253020486779558
234,VOO,20111205,57.7,0.5,115.4,0.010861948142957267
235,VOO,20111206,57.75,0.5,115.5,0.0008665511265164572
236,VOO,20111207,57.94,0.5,115.88,0.003290043290043343
237,VOO,20111208,56.69,0.5,113.38,-0.021574042112530223
238,VOO,20111209,57.65,0.5,115.3,0.016934203563238714
239,VOO,20111212,56.82,0.5,113.64,-0.014397224631396366
240,VOO,20111213,56.28,0.5,112.56,-0.009503695881731722
241,VOO,20111214,55.65,0.5,111.3,-0.011194029850746356
242,VOO,20111215,55.86,0.5,111.72,0.0037735849056603765
243,VOO,20111216,55.9,0.5,111.8,0.0007160759040458764
244,VOO,20111219,55.33,0.5,110.66,-0.010196779964221858
245,VOO,20111220,56.98,0.5,113.96,0.02982107355864816
246,VOO,20111221,57.15,0.5,114.3,0.002983502983503028
247,VOO,20111222,57.69,0.5,115.38,0.009448818897637823
248,VOO,20111223,57.8,0.5,115.6,0.0019067429363841537
249,VOO,20111227,57.86,0.5,115.72,0.0010380622837371511
250,VOO,20111228,57.15,0.5,114.3,-0.012270998963014201
251,VOO,20111229,57.67,0.5,115.34,0.009098862642169747
252,VOO,20111230,57.45,0.5,114.9,-0.003814808392578417
253,VOO,20120103,58.3,0.5,116.6,0.014795474325500324
254,VOO,20120104,58.4,0.5,116.8,0.0017152658662091813
255,VOO,20120105,58.59,0.5,117.18,0.0032534246575344206
256,VOO,20120106,58.47,0.5,116.94,-0.0020481310803892594
257,VOO,20120109,58.56,0.5,117.12,0.001539250897896416
258,VOO,20120110,59.06,0.5,118.12,0.008538251366120297
259,VOO,20120111,59.12,0.5,118.24,0.0010159160176090865
260,VOO,20120112,59.25,0.5,118.5,0.002198917456021743
261,VOO,20120113,59.0,0.5,118.0,-0.00421940928270037
262,VOO,20120117,59.16,0.5,118.32,0.0027118644067796183
263,VOO,20120118,59.82,0.5,119.64,0.011156186612576224
264,VOO,20120119,60.14,0.5,120.28,0.005349381477766535
265,VOO,20120120,60.14,0.5,120.28,0.0
266,VOO,20120123,60.2,0.5,120.4,0.0009976720984370413
267,VOO,20120124,60.11,0.5,120.22,-0.0014950166112956964
268,VOO,20120125,60.64,0.5,121.28,0.008817168524372088
269,VOO,20120126,60.33,0.5,120.66,-0.005112137203166278
270,VOO,20120127,60.25,0.5,120.5,-0.0013260401127134225
271,VOO,20120130,60.05,0.5,120.1,-0.003319502074688896
272,VOO,20120131,60.02,0.5,120.04,-0.0004995836802663689
273,VOO,20120201,60.59,0.5,121.18,0.009496834388537101
274,VOO,20120202,60.71,0.5,121.42,0.001980524839082287
275,VOO,20120203,61.57,0.5,123.14,0.01416570581452814
276,VOO,20120206,61.48,0.5,122.96,-0.0014617508526880707
277,VOO,20120207,61.67,0.5,123.34,0.0030904359141183946
278,VOO,20120208,61.8,0.5,123.6,0.0021079941624775334
279,VOO,20120209,61.87,0.5,123.74,0.001132686084142298
280,VOO,20120210,61.45,0.5,122.9,-0.006788427347664383
281,VOO,20120213,61.92,0.5,123.84,0.007648494711147258
282,VOO,20120214,61.834,0.5,123.668,-0.001388888888888884
283,VOO,20120215,61.56,0.5,123.12,-0.004431219070414327
284,VOO,20120216,62.23,0.5,124.46,0.010883690708252125
285,VOO,20120217,62.38,0.5,124.76,0.0024104129840913924
286,VOO,20120221,62.42,0.5,124.84,0.0006412311638346324
287,VOO,20120222,62.21,0.5,124.42,-0.0033643063120795125
288,VOO,20120223,62.51,0.5,125.02,0.004822375823822389
289,VOO,20120224,62.6,0.5,125.2,0.0014397696368582125
290,VOO,20120227,62.71,0.5,125.42,0.001757188498402451
291,VOO,20120228,62.93,0.5,125.86,0.0035082124063148257
292,VOO,20120229,62.59,0.5,125.18,-0.005402828539647131
293,VOO,20120301,63.0,0.5,126.0,0.006550567183255973
294,VOO,20120302,62.83,0.5,125.66,-0.0026984126984127554
295,VOO,20120305,62.56,0.5,125.12,-0.004297310202132643
296,VOO,20120306,61.58,0.5,123.16,-0.015664961636828734
297,VOO,20120307,62.07,0.5,124.14,0.007957128937966962
298,VOO,20120308,62.67,0.5,125.34,0.009666505558240779
299,VOO,20120309,62.91,0.5,125.82,0.0038295835327908367
300,VOO,20120312,62.94,0.5,125.88,0.0004768717215068996
301,VOO,20120313,64.07,0.5,128.14,0.017953606609469208
302,VOO,20120314,64.02,0.5,128.04,-0.0007803964413921616
303,VOO,20120315,64.35,0.5,128.7,0.005154639175257714
304,VOO,20120316,64.44,0.5,128.88,0.0013986013986013734
305,VOO,20120319,64.71,0.5,129.42,0.0041899441340782495
306,VOO,20120320,64.53,0.5,129.06,-0.0027816411682891617
307,VOO,20120321,64.43,0.5,128.86,-0.0015496668216332665
308,VOO,20120322,63.93,0.5,127.86,-0.0077603600807079065
309,VOO,20120323,64.18,0.5,128.36,0.003910527139058484
310,VOO,20120326,64.76,0.5,129.52,0.00903708320349006
311,VOO,20120327,64.58,0.5,129.16,-0.00277949351451523
312,VOO,20120328,64.27,0.5,128.54,-0.004800247754722875
313,VOO,20120329,64.16,0.5,128.32,-0.001711529484985208
314,VOO,20120330,64.37,0.5,128.74,0.003273067331670987
315,VOO,20120402,64.89,0.5,129.78,0.008078297343482976
316,VOO,20120403,64.64,0.5,129.28,-0.0038526737555864
317,VOO,20120404,63.96,0.5,127.92,-0.010519801980197974
318,VOO,20120405,63.94,0.5,127.88,-0.000312695434646737
319,VOO,20120409,63.23,0.5,126.46,-0.011104160150140818
320,VOO,20120410,62.13,0.5,124.26,-0.017396805313933172
321,VOO,20120411,62.64,0.5,125.28,0.008208594881699671
322,VOO,20120412,63.5,0.5,127.0,0.013729246487867108
323,VOO,20120413,62.74,0.5,125.48,-0.01196850393700788
324,VOO,20120416,62.67,0.5,125.34,-0.0011157156518967204
325,VOO,20120417,63.63,0.5,127.26,0.015318334131163347
326,VOO,20120418,63.41,0.5,126.82,-0.003457488606003589
327,VOO,20120419,63.0,0.5,126.0,-0.006465857120327989
328,VOO,20120420,63.1,0.5,126.2,0.0015873015873015817
329,VOO,20120423,62.56,0.5,125.12,-0.008557844690966654
330,VOO,20120424,62.79,0.5,125.58,0.003676470588235281
331,VOO,20120425,63.67,0.5,127.34,0.014014970536709637
332,VOO,20120426,64.11,0.5,128.22,0.00691063295115435
333,VOO,20120427,64.24,0.5,128.48,0.002027764779285457
334,VOO,20120430,63.96,0.5,127.92,-0.004358655043586457
335,VOO,20120501,64.38,0.5,128.76,0.0065666041275795894
336,VOO,20120502,64.18,0.5,128.36,-0.003106554830692554
337,VOO,20120503,63.71,0.5,127.42,-0.0073231536304145806
338,VOO,20120504,62.67,0.5,125.34,-0.016323967979908982
339,VOO,20120507,62.72,0.5,125.44,0.0007978299026647484
340,VOO,20120508,62.45,0.5,124.9,-0.00430484693877542
341,VOO,20120509,62.1,0.5,124.2,-0.005604483586869491
342,VOO,20120510,62.21,0.5,124.42,0.0017713365539453463
343,VOO,20120511,62.01,0.5,124.02,-0.0032149172158817407
344,VOO,20120514,61.35,0.5,122.7,-0.010643444605708652
345,VOO,20120515,61.01,0.5,122.02,-0.0055419722901386415
346,VOO,20120516,60.75,0.5,121.5,-0.004261596459596784
347,VOO,20120517,59.83,0.5,119.66,-0.015144032921810768
348,VOO,20120518,59.36,0.5,118.72,-0.007855590840715299
349,VOO,20120521,60.36,0.5,120.72,0.016846361185983927
350,VOO,20120522,60.49,0.5,120.98,0.0021537442014578634
351,VOO,20120523,60.49,0.5,120.98,0.0
352,VOO,20120524,60.6,0.5,121.2,0.0018184823937841266
353,VOO,20120525,60.46,0.5,120.92,-0.0023102310231023493
354,VOO,20120529,61.15,0.5,122.3,0.011412504134965307
355,VOO,20120530,60.27,0.5,120.54,-0.014390842191332687
356,VOO,20120531,60.12,0.5,120.24,-0.002488800398208202
357,VOO,20120601,58.65,0.5,117.3,-0.024451097804391253
358,VOO,20120604,58.63,0.5,117.26,-0.0003410059676043353
359,VOO,20120605,58.97,0.5,117.94,0.005799078969810578
360,VOO,20120606,60.38,0.5,120.76,0.02391046294726129
361,VOO,20120607,60.37,0.5,120.74,-0.00016561775422330172
362,VOO,20120608,60.87,0.5,121.74,0.008282259400364422
363,VOO,20120611,60.13,0.5,120.26,-0.012157056021028345
364,VOO,20120612,60.83,0.5,121.66,0.011641443538998875
365,VOO,20120613,60.43,0.5,120.86,-0.006575702778234382
366,VOO,20120614,61.1,0.5,122.2,0.011087208340228472
367,VOO,20120615,61.64,0.5,123.28,0.008837970540098272
368,VOO,20120618,61.77,0.5,123.54,0.0021090201168072475
369,VOO,20120619,62.4,0.5,124.8,0.010199125789218
370,VOO,20120620,62.3,0.5,124.6,-0.0016025641025640969
371,VOO,20120621,60.93,0.5,121.86,-0.02199036918138042
372,VOO,20120622,61.37,0.5,122.74,0.007221401608403122
373,VOO,20120625,60.08,0.5,120.16,-0.021020042365976876
374,VOO,20120626,60.37,0.5,120.74,0.004826897470039837
375,VOO,20120627,60.91,0.5,121.82,0.008944840152393496
376,VOO,20120628,60.77,0.5,121.54,-0.0022984731571169537
377,VOO,20120629,62.28,0.5,124.56,0.02484778673687682
378,VOO,20120702,62.45,0.5,124.9,0.002729608220937818
379,VOO,20120703,62.86,0.5,125.72,0.006565252201761407
380,VOO,20120705,62.59,0.5,125.18,-0.004295259306395072
381,VOO,20120706,62.01,0.5,124.02,-0.009266656015338048
382,VOO,20120709,61.93,0.5,123.86,-0.0012901144976615875
383,VOO,20120710,61.36,0.5,122.72,-0.009203939932181493
384,VOO,20120711,61.37,0.5,122.74,0.0001629726205996107
385,VOO,20120712,61.05,0.5,122.1,-0.005214274075281078
386,VOO,20120713,62.09,0.5,124.18,0.017035217035217043
387,VOO,20120716,61.95,0.5,123.9,-0.0022547914317925244
388,VOO,20120717,62.39,0.5,124.78,0.007102502017756196
389,VOO,20120718,62.84,0.5,125.68,0.007212694342042081
390,VOO,20120719,63.0,0.5,126.0,0.0025461489497136114
391,VOO,20120720,62.42,0.5,124.84,-0.009206349206349218
392,VOO,20120723,61.8,0.5,123.6,-0.009932713873758492
393,VOO,20120724,61.31,0.5,122.62,-0.007928802588996642
394,VOO,20120725,61.27,0.5,122.54,-0.0006524221171098077
395,VOO,20120726,62.27,0.5,124.54,0.016321201240411254
396,VOO,20120727,63.47,0.5,126.94,0.019270916974466035
397,VOO,20120730,63.44,0.5,126.88,-0.00047266425082714836
398,VOO,20120731,63.03,0.5,126.06,-0.006462799495586369
399,VOO,20120801,62.96,0.5,125.92,-0.0011105822624146722
400,VOO,20120802,62.52,0.5,125.04,-0.006988564167725531
401,VOO,20120803,63.74,0.5,127.48,0.01951375559820856
402,VOO,20120806,63.91,0.5,127.82,0.002667085032946215
403,VOO,20120807,64.2,0.5,128.4,0.0045376310436553435
404,VOO,20120808,64.27,0.5,128.54,0.001090342679127554
405,VOO,20120809,64.34,0.5,128.68,0.0010891551268088495
406,VOO,20120810,64.44,0.5,128.88,0.0015542430836181786
407,VOO,20120813,64.39,0.5,128.78,-0.0007759155803848117
408,VOO,20120814,64.42,0.5,128.84,0.0004659108557230063
409,VOO,20120815,64.49,0.5,128.98,0.001086619062402816
410,VOO,20120816,64.93,0.5,129.86,0.006822763219104022
411,VOO,20120817,65.08,0.5,130.16,0.002310180194055045
412,VOO,20120820,65.06,0.5,130.12,-0.00030731407498452157
413,VOO,20120821,64.86,0.5,129.72,-0.0030740854595757705
414,VOO,20120822,64.87,0.5,129.74,0.00015417823003405218
415,VOO,20120823,64.36,0.5,128.72,-0.007861877601356593
416,VOO,20120824,64.76,0.5,129.52,0.006215040397762772
417,VOO,20120827,64.76,0.5,129.52,0.0
418,VOO,20120828,64.7,0.5,129.4,-0.0009264978381717803
419,VOO,20120829,64.76,0.5,129.52,0.0009273570324574987
420,VOO,20120830,64.27,0.5,128.54,-0.007566399011735725
421,VOO,20120831,64.61,0.5,129.22,0.005290182044499714
422,VOO,20120904,64.44,0.5,128.88,-0.0026311716452561695
423,VOO,20120905,64.44,0.5,128.88,0.0
424,VOO,20120906,65.78,0.5,131.56,0.020794537554314152
425,VOO,20120907,66.05,0.5,132.1,0.004104591061112828
426,VOO,20120910,65.66,0.5,131.32,-0.0059046177138532
427,VOO,20120911,65.84,0.5,131.68,0.002741395065489094
428,VOO,20120912,66.05,0.5,132.1,0.0031895504252732465
429,VOO,20120913,67.1,0.5,134.2,0.015897047691143085
430,VOO,20120914,67.38,0.5,134.76,0.004172876304023854
431,VOO,20120917,67.18,0.5,134.36,-0.0029682398337783633
432,VOO,20120918,67.11,0.5,134.22,-0.0010419767788033552
433,VOO,20120919,67.16,0.5,134.32,0.0007450454477722079
434,VOO,20120920,67.15,0.5,134.3,-0.00014889815366281312
435,VOO,20120921,67.11,0.5,134.22,-0.00059568131049903
436,VOO,20120924,66.68,0.5,133.36,-0.006407390850841743
437,VOO,20120925,66.0,0.5,132.0,-0.010197960407918538
438,VOO,20120926,65.58,0.5,131.16,-0.006363636363636349
